NCBI_ID	Parent_NCBI_ID	Organism_Name	Level	Lineage
2293221	1263	Ruminococcus sp. AM47-2BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293222	1263	Ruminococcus sp. AM49-10BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293223	1263	Ruminococcus sp. AM49-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293224	1263	Ruminococcus sp. AM50-15BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293225	1263	Ruminococcus sp. AM54-14NS	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293226	1263	Ruminococcus sp. AM54-1NS	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293227	1263	Ruminococcus sp. AM57-5	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293228	1263	Ruminococcus sp. OF02-6	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293229	1263	Ruminococcus sp. OF03-6AA	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293230	1263	Ruminococcus sp. OF05-2BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293231	1263	Ruminococcus sp. OM04-4AA	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293232	1263	Ruminococcus sp. OM05-7	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293233	1263	Ruminococcus sp. OM07-17	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293234	1263	Ruminococcus sp. OM07-7	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293235	1263	Ruminococcus sp. OM08-13AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293236	1263	Ruminococcus sp. OM08-9BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293237	1263	Ruminococcus sp. TF06-23	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293238	1263	Ruminococcus sp. TF08-4	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293239	1263	Ruminococcus sp. TF10-12AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293240	1263	Ruminococcus sp. TF10-6	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293241	1263	Ruminococcus sp. TF11-2AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293242	1263	Ruminococcus sp. TF12-19AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293243	1263	Ruminococcus sp. TF12-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293244	1263	Ruminococcus sp. TM09-4	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2293246	1301	Streptococcus sp. AM28-20	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Streptococcaceae: 1300;Streptococcus: 1301;
2293247	1301	Streptococcus sp. AM43-2AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Streptococcaceae: 1300;Streptococcus: 1301;
2293248	195950	Tannerella sp. AF04-6	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Tannerellaceae: 2005525;Tannerella: 195950;
2293249	195950	Tannerella sp. AM09-19	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Tannerellaceae: 2005525;Tannerella: 195950;
2293250	29465	Veillonella sp. AF13-2	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Veillonellales: 1843489;Veillonellaceae: 31977;Veillonella: 29465;
2293251	29465	Veillonella sp. AF36-20BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Veillonellales: 1843489;Veillonellaceae: 31977;Veillonella: 29465;
2293831	186928	Lachnospiraceae bacterium OF09-6	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302925	816	Bacteroides sp. AF32-8BH	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2302926	816	Bacteroides sp. AM56-10ce	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
2302943	33042	Coprococcus sp. AF38-1	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Coprococcus: 33042;
2302944	33042	Coprococcus sp. AM25-15LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Coprococcus: 33042;
2302945	33042	Coprococcus sp. AM25-4LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Coprococcus: 33042;
2302946	33042	Coprococcus sp. AF27-8	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Coprococcus: 33042;
2302947	1730	Eubacterium sp. AF18-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2302948	1730	Eubacterium sp. AF19-17	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2302949	1730	Eubacterium sp. AM28-8LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2302950	1730	Eubacterium sp. AM35-6AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2302951	1730	Eubacterium sp. AM47-9	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2302952	1730	Eubacterium sp. OF10-16	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2302953	1730	Eubacterium sp. TF05-29	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2302954	1730	Eubacterium sp. TF12-12	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;Eubacterium: 1730;
2302955	216851	Faecalibacterium sp. AF10-46	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Faecalibacterium: 216851;
2302956	216851	Faecalibacterium sp. AF27-11BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Faecalibacterium: 216851;
2302957	216851	Faecalibacterium sp. AM43-5AT	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Faecalibacterium: 216851;
2302958	1263	Ruminococcus sp. OM02-16LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Ruminococcus: 1263;
2302959	292632	Subdoligranulum sp. AF14-43	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Subdoligranulum: 292632;
2302960	292632	Subdoligranulum sp. AM16-9	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Subdoligranulum: 292632;
2302961	292632	Subdoligranulum sp. AM23-21AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Subdoligranulum: 292632;
2302962	292632	Subdoligranulum sp. OF01-18	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Subdoligranulum: 292632;
2302963	292632	Subdoligranulum sp. TF05-17AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;Subdoligranulum: 292632;
2302964	186928	Lachnospiraceae bacterium AM23-2LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302965	186928	Lachnospiraceae bacterium AM40-2BH	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302966	186928	Lachnospiraceae bacterium TM07-2AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302967	186928	Lachnospiraceae bacterium OM02-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302968	186928	Lachnospiraceae bacterium OM02-31	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302969	186928	Lachnospiraceae bacterium TF09-5	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302970	186928	Lachnospiraceae bacterium AM25-11LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302971	186928	Lachnospiraceae bacterium AM25-22	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302972	186928	Lachnospiraceae bacterium AM25-39	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302973	186928	Lachnospiraceae bacterium AM25-40	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302974	186928	Lachnospiraceae bacterium AM25-17	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2302975	433334	Erysipelotrichaceae bacterium AF15-26LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;unclassified Erysipelotrichaceae: 433334;
2302976	433334	Erysipelotrichaceae bacterium AF19-24AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;unclassified Erysipelotrichaceae: 433334;
2302977	433334	Erysipelotrichaceae bacterium AM07-12	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;unclassified Erysipelotrichaceae: 433334;
2302978	433334	Erysipelotrichaceae bacterium AM07-35-1	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;unclassified Erysipelotrichaceae: 433334;
2302989	186813	Clostridiales bacterium TF09-2AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;unclassified Clostridiales: 186813;
2305240	1485	Clostridium sp. AM25-23AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2305241	1485	Clostridium sp. AF28-12	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2305242	1485	Clostridium sp. AM34-11AC	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;Clostridium: 1485;
2305243	1562	Desulfotomaculum sp. OF05-3	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Peptococcaceae: 186807;Desulfotomaculum: 1562;
2305244	186928	Lachnospiraceae bacterium OF11-28	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;unclassified Lachnospiraceae: 186928;
2305245	189971	Clostridiaceae bacterium TF01-6	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;unclassified Clostridiaceae: 189971;
2305246	189971	Clostridiaceae bacterium AF02-42	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Clostridiaceae: 31979;unclassified Clostridiaceae: 189971;
2306574	186813	Clostridiales bacterium AM23-16LB	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;unclassified Clostridiales: 186813;
239759	171550	Alistipes	genus	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Rikenellaceae: 171550;
244127	541000	Anaerotruncus	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;
246787	816	Bacteroides cellulosilyticus	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
264995	186806	Anaerofustis	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Eubacteriaceae: 186806;
2737	81852	Vagococcus	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Enterococcaceae: 81852;
28025	1678	Bifidobacterium animalis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Bifidobacteriales: 85004;Bifidobacteriaceae: 31953;Bifidobacterium: 1678;
28026	1678	Bifidobacterium pseudocatenulatum	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Bifidobacteriales: 85004;Bifidobacteriaceae: 31953;Bifidobacterium: 1678;
28111	816	Bacteroides eggerthii	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
28116	816	Bacteroides ovatus	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
28118	283168	Odoribacter splanchnicus	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Odoribacteraceae: 1853231;Odoribacter: 283168;
28130	838	Prevotella disiens	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Prevotellaceae: 171552;Prevotella: 838;
28216	1224	Betaproteobacteria	class	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;
28221	1224	Deltaproteobacteria	class	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;
283168	1853231	Odoribacter	genus	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Odoribacteraceae: 1853231;
291644	816	Bacteroides salyersiae	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
291645	816	Bacteroides nordii	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
292632	541000	Subdoligranulum	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Ruminococcaceae: 541000;
29348	1505663	[Clostridium] spiroforme	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Erysipelatoclostridium: 1505663;
29361	1506577	Tyzzerella nexilis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Tyzzerella: 1506577;
29465	31977	Veillonella	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Veillonellales: 1843489;Veillonellaceae: 31977;
29466	29465	Veillonella parvula	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Veillonellales: 1843489;Veillonellaceae: 31977;Veillonella: 29465;
301301	841	Roseburia hominis	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Roseburia: 841;
310297	816	Bacteroides plebeius	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
310298	816	Bacteroides coprocola	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
315405	1301	Streptococcus gallolyticus	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Streptococcaceae: 1300;Streptococcus: 1301;
31953	85004	Bifidobacteriaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Bifidobacteriales: 85004;
31957	85009	Propionibacteriaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Actinobacteria: 201174;Actinobacteria: 1760;Propionibacteriales: 85009;
31971	2057233	Absiella dolichum	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Erysipelotrichia: 526524;Erysipelotrichales: 526525;Erysipelotrichaceae: 128827;Absiella: 2057233;
31977	1843489	Veillonellaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Negativicutes: 909932;Veillonellales: 1843489;
31979	186802	Clostridiaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;
32066	2	Fusobacteria	phylum	cellular organisms: 131567;Bacteria: 2;
329854	816	Bacteroides intestinalis	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
33038	572511	[Ruminococcus] gnavus	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
33039	572511	[Ruminococcus] torques	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Blautia: 572511;
33042	186803	Coprococcus	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;
33043	33042	Coprococcus eutactus	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Coprococcus: 33042;
333367	1506553	[Clostridium] asparagiforme	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Clostridia: 186801;Clostridiales: 186802;Lachnospiraceae: 186803;Lachnoclostridium: 1506553;
33945	1350	Enterococcus avium	species	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Enterococcaceae: 81852;Enterococcus: 1350;
33958	186826	Lactobacillaceae	family	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;
33969	81852	Melissococcus	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Lactobacillales: 186826;Enterococcaceae: 81852;
33974	1239	unclassified Firmicutes sensu stricto	no rank	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;
33986	539002	Exiguobacterium	genus	cellular organisms: 131567;Bacteria: 2;Terrabacteria group: 1783272;Firmicutes: 1239;Bacilli: 91061;Bacillales: 1385;Bacillales incertae sedis: 539002;
354276	547	Enterobacter cloacae complex	species group	cellular organisms: 131567;Bacteria: 2;Proteobacteria: 1224;Gammaproteobacteria: 1236;Enterobacterales: 91347;Enterobacteriaceae: 543;Enterobacter: 547;
357276	816	Bacteroides dorei	species	cellular organisms: 131567;Bacteria: 2;FCB group: 1783270;Bacteroidetes: 976;Bacteroidia: 200643;Bacteroidales: 171549;Bacteroidaceae: 815;Bacteroides: 816;
